id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator
con-amor-pe-0010	Res Continens	amor	PE	attributive	lleno de	se vive un amor lleno de ilusión	manual	RES CONTINENS.xlsx	amor	G16
con-amor-pe-0011	Res Continens	amor	PE	attributive	lleno de	ése amor lleno de emociones, en el que nos sentimos flotando en una nube	manual	RES CONTINENS.xlsx	amor	G16
con-amor-pe-0012	Res Continens	amor	PE	attributive	lleno de	existió un amor lleno de peripecias y vicisitudes	manual	RES CONTINENS.xlsx	amor	G16
con-amor-pe-0013	Res Continens	amor	PE	attributive	lleno de	disfrutar de ese amor lleno de la felicida	manual	RES CONTINENS.xlsx	amor	G16
con-amor-pe-0014	Res Continens	amor	PE	attributive	lleno de	un amor lleno de peripecias y vicisitudes	manual	RES CONTINENS.xlsx	amor	G16
con-amor-us-0001	Res Continens	amor	US	verbal-objective	tapar	están tapando el verdadero amor que viven hace más de dos décadas?	manual	RES CONTINENS.xlsx	amor	B22
con-amor-us-0002	Res Continens	amor	US	verbal-objective	destapar	emociona a el destapar su amor por otra muje	manual	RES CONTINENS.xlsx	amor	B22
con-amor-us-0003	Res Continens	amor	US	verbal-objective	destapar	Chiquis Rivera y Lorenzo Méndez destaparan su amor	manual	RES CONTINENS.xlsx	amor	B22
con-amor-us-0004	Res Continens	amor	US	verbal-objective	destapar	es a través de redes sociales que destapan su amor, con lindos mensajes.	manual	RES CONTINENS.xlsx	amor	B22
con-amor-us-0005	Res Continens	amor	US	verbal-subject-transitive	guardar	El amor guarda semejanza con el árbol, se inclina por la fuerza de su propio peso,	manual	RES CONTINENS.xlsx	amor	D22
con-amor-us-0006	Res Continens	amor	US	verbal-locative-state	dentro de	nuestra amistad tiene esos apreciados ingredientes dentro de el Amor que son la bondad, la búsqueda de la aún difícil tolerancia	manual	RES CONTINENS.xlsx	amor	E22
con-amor-us-0007	Res Continens	amor	US	verbal-locative-state	encontrarse en	la motivación la encuentra en el amor que siente por su profesión	manual	RES CONTINENS.xlsx	amor	E22
con-amor-us-0008	Res Continens	amor	US	verbal-locative-into	caer en	Caer en el amor puede ser maravilloso	manual	RES CONTINENS.xlsx	amor	F22
con-amor-us-0009	Res Continens	amor	US	attributive	lleno de	e mereces un amor lleno de momentos bellos, no de sufrimientos constantes	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0010	Res Continens	amor	US	attributive	lleno de	Un amor lleno de audacia y completamente proyectado hacia el don de sí misma	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0011	Res Continens	amor	US	attributive	lleno de	el amor lleno de magia y mariposas en el estómago	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0012	Res Continens	amor	US	attributive	lleno de	Un amor lleno de esperanza en el que no haya expectativas poco realista	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0013	Res Continens	amor	US	attributive	lleno de	un amor lleno de ternura con los que te rodean,	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0014	Res Continens	amor	US	attributive	lleno de	No es pleno un amor lleno de miedos	manual	RES CONTINENS.xlsx	amor	G22
con-amor-us-0015	Res Continens	amor	US	predicative	está lleno de	amor está lleno de audacia y todo orientado hacia el don de el yo	manual	RES CONTINENS.xlsx	amor	H22
con-amor-us-0016	Res Continens	amor	US	predicative	está lleno de	primer amor está lleno de ilusión y puede caer en el dulce idealismo de el amor perfecto.	manual	RES CONTINENS.xlsx	amor	H22
con-amor-uy-0001	Res Continens	amor	UY	verbal-locative-state	encontrarse en	Trabaja sobre cuatro o cinco personajes que en el amor encuentran sus caras reales	manual	RES CONTINENS.xlsx	amor	E20
con-amor-ve-0001	Res Continens	amor	VE	verbal-locative-state	estar en	dentro de el amor siempre puede estar la violencia en distintas escalas.	manual	RES CONTINENS.xlsx	amor	E21
con-amor-ve-0002	Res Continens	amor	VE	verbal-locative-state	encontrarse en	os recuerdan que Dios es amor y que solo en el amor encontraremos la felicidad, la paz, la justicia y la verdad. #	manual	RES CONTINENS.xlsx	amor	E21
con-amor-ve-0004	Res Continens	amor	VE	verbal-locative-into	caer en	Siempre caemos en el amor.	manual	RES CONTINENS.xlsx	amor	F21
con-amor-ve-0005	Res Continens	amor	VE	attributive	lleno de	amor lleno de calor	manual	RES CONTINENS.xlsx	amor	G21
con-amor-ve-0006	Res Continens	amor	VE	attributive	lleno de	mantener a un amor lleno de pasión tiene que existir ese refrescante aroma de deseos	manual	RES CONTINENS.xlsx	amor	G21
fil-amor-ar-0001	Res Filiformes	amor	AR	verbal-objective	desatar	La convivencia desata pasiones, amor y locura.	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0003	Res Filiformes	amor	AR	verbal-objective	desatar	López desató los odios y amoreS .	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0005	Res Filiformes	amor	AR	verbal-objective	desatar	En las fiestas, muchas parejas desatan todo su amor	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0006	Res Filiformes	amor	AR	verbal-objective	desatar	el amor que desató a su paso, la " resurrección " de la Iglesia,	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0007	Res Filiformes	amor	AR	verbal-objective	desatar	la desgracia que desata el amor prohibido	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0008	Res Filiformes	amor	AR	verbal-objective	desatar	el drama que desata un apasionado amor entre hermanos	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0009	Res Filiformes	amor	AR	verbal-objective	desatar	dos ráfagas de viento, en distintos momentos de una vida, desatan literalmente un amor profundo	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0010	Res Filiformes	amor	AR	verbal-objective	desatar	Lo conocen todos. Por supuesto que desata amores y odios	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0011	Res Filiformes	amor	AR	verbal-objective	entrelazar	Woody Allen reflexiona sobre el umbral de tolerancia en el amor conyugal, entrelazándo lo provocativamente con el delito económico.	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0012	Res Filiformes	amor	AR	verbal-objective	entrelazar	La autora ha sabido entrelazar amores y enigmas con una escritura a la vez compleja y transparente.	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0013	Res Filiformes	amor	AR	verbal-objective	entrelazar	un contexto de cambio que entrelaza el amor de los jóvenes, y un Estado protector	manual	Res Filiformes.xlsx	AMOR	B2
fil-amor-ar-0014	Res Filiformes	amor	AR	verbal-subject-intransitive	tejerse	Las historias de amor se tejen durante media hora de lunes a viernes con diferentes protagonistas	manual	Res Filiformes.xlsx	AMOR	C2
fil-amor-ar-0015	Res Filiformes	amor	AR	verbal-subject-intransitive	tejerse	la posibilidad de bucear historias de fe y amor, tejidas a lo largo de casi cuatro centurias.	manual	Res Filiformes.xlsx	AMOR	C2
fil-amor-ar-0016	Res Filiformes	amor	AR	verbal-subject-intransitive	tejerse	Historiasde amor que se tejen y entrelazan en plena historia argentina.	manual	Res Filiformes.xlsx	AMOR	C2
fil-amor-ar-0017	Res Filiformes	amor	AR	verbal-subject-intransitive	tejerse	en el marco de la campaña " Tejiendo amor ".	manual	Res Filiformes.xlsx	AMOR	C2
fil-amor-ar-0018	Res Filiformes	amor	AR	verbal-subject-intransitive	desatarse	Se desata el amor para 3 signos de el zodiaco este fin de semana	manual	Res Filiformes.xlsx	AMOR	C2
