id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator
con-tristeza-ar-0001	Res Continens	tristeza	AR	verbal-objective	tapar	no fue suficiente para tapar la tristeza que sentía	manual	RES CONTINENS.xlsx	TRISTEZA	B4
con-tristeza-ar-0002	Res Continens	tristeza	AR	verbal-objective	tapar	A tapar la tristeza Tras la eliminación copera	manual	RES CONTINENS.xlsx	TRISTEZA	B4
con-tristeza-ar-0003	Res Continens	tristeza	AR	verbal-objective	tapar	A tapar la tristeza # Los hinchas de Boca festejaron	manual	RES CONTINENS.xlsx	TRISTEZA	B4
con-tristeza-ar-0004	Res Continens	tristeza	AR	verbal-objective	tapar	No demostraba tristeza o la tapaba hablando	manual	RES CONTINENS.xlsx	TRISTEZA	B4
con-tristeza-ar-0005	Res Continens	tristeza	AR	verbal-objective	tapar	Todo sirve para tapar la tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	B4
con-tristeza-ar-0006	Res Continens	tristeza	AR	verbal-subject-intransitive		No se tapa la felicidad ni el dolorno se tapa la tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	C4
con-tristeza-ar-0007	Res Continens	tristeza	AR	verbal-locative-state	estar en	alguien está en la tristeza profunda, en el rencor permanente,	manual	RES CONTINENS.xlsx	TRISTEZA	D4
con-tristeza-ar-0008	Res Continens	tristeza	AR	verbal-locative-state	estar en	estoy en profunda tristeza y sorpresa de presenciar la belleza de Notre-Dame	manual	RES CONTINENS.xlsx	TRISTEZA	D4
con-tristeza-ar-0009	Res Continens	tristeza	AR	verbal-locative-state	estar en	quiero decir les que en ese dolor y en esa tristeza estamos juntos. Nos une un solo destino,	manual	RES CONTINENS.xlsx	TRISTEZA	D4
con-tristeza-ar-0010	Res Continens	tristeza	AR	verbal-locative-state	estar en	En esta tristeza está la certeza de que esta es la mejor decisión	manual	RES CONTINENS.xlsx	TRISTEZA	D4
con-tristeza-ar-0012	Res Continens	tristeza	AR	verbal-locative-out	sacar de	...amigo Omar Cruz sin preguntar se lanzó a mi casa a sacar me de la tristeza de haber perdido a mi madre unas semanas antes... 2. ...por ejemplo te trasmite alegría, puede tratar a alguien y sacar lo de la tristeza. 3. Tenemos un equipo que va a sacar a Orán de esta tristeza y la única forma de recuperar nos es con diálogo... 4. ...porque quiero estar desde este sitio contemplando este espectáculo que me saca de la tristeza que he vivido en estos días... 5. Nos dimos cuenta que tocar nos sacaba de la tristeza", recuerda. 6. ...de tener la cabeza ocupada no alcanzó para distraer la y sacar la de su tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	E4
con-tristeza-ar-0013	Res Continens	tristeza	AR	verbal-locative-into	caer en	El leonino acaba cayendo en la tristeza cuando tiene que enfrentar se a una realidad difícil	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0014	Res Continens	tristeza	AR	verbal-locative-into	caer en	No caigan en tristezas o desgano	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0015	Res Continens	tristeza	AR	verbal-locative-into	caer en	os colorados aguantan mejor los ataques de la garrapata sin caer en la tristeza bovina	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0016	Res Continens	tristeza	AR	verbal-locative-into	caer en	Cayó en una tristeza insuperable	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0017	Res Continens	tristeza	AR	verbal-locative-into	caer en	ecemos ex alumnos y ex alumnas para no caer en la gran tristeza de la vida	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0018	Res Continens	tristeza	AR	verbal-locative-into	caer en	Más que caer en tristezas, es hora de encontrarse con ustedes misma	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0019	Res Continens	tristeza	AR	verbal-locative-into	caer en	me fue quitando todo el gusto a la oración, y cayendo en una tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0020	Res Continens	tristeza	AR	verbal-locative-into	caer en	la forma de no caer en la tristeza y el dolor.	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0021	Res Continens	tristeza	AR	verbal-locative-into	caer en	Carter cayó en la tristeza a el ver que en su rostro aparecían las primeras manchas de vitiligo	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0022	Res Continens	tristeza	AR	verbal-locative-into	caer en	cómo vives sin caer en la tristeza?	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0023	Res Continens	tristeza	AR	verbal-locative-into	caer en	Lejos de caer en la tristeza nuevamente, la modelo se renueva sábado	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0024	Res Continens	tristeza	AR	verbal-locative-into	caer en	Asimismo llamó a no caer en la tristeza de cara a la Navidad,	manual	RES CONTINENS.xlsx	TRISTEZA	F4
con-tristeza-ar-0025	Res Continens	tristeza	AR	attributive	lleno de	una tristeza llena de resentimiento.	manual	RES CONTINENS.xlsx	TRISTEZA	G4
con-tristeza-ar-0026	Res Continens	tristeza	AR	predicative		La voluntad, elige personajes desencantados, marcados por una tristeza llena de resentimiento.	manual	RES CONTINENS.xlsx	TRISTEZA	H4
con-tristeza-bo-0001	Res Continens	tristeza	BO	verbal-objective	tapar	Manifestó que el MAS busca tapar la " tristeza y la catástrofe nacional	manual	RES CONTINENS.xlsx	TRISTEZA	B5
con-tristeza-bo-0003	Res Continens	tristeza	BO	verbal-locative-state	encontrarse en	Me encuentro en la tristeza y me siento a gusto porque es ahí donde encuentro respuestas	manual	RES CONTINENS.xlsx	TRISTEZA	D5
con-tristeza-bo-0004	Res Continens	tristeza	BO	verbal-locative-out	sacar de	sacar  e lanzó a mi casa a sacar me de la tristeza de haber perdido a mi madre unas semanas antes y se inventó esta sesión de 2. Max con una sonrisa que le provocó este hecho y que lo sacó de su tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	E5
con-tristeza-bo-0005	Res Continens	tristeza	BO	verbal-locative-into	caer en	no aceptando la resignación que, según dicen, lo haría caer en tristeza, abatimiento o melancolía	manual	RES CONTINENS.xlsx	TRISTEZA	F5
con-tristeza-bo-0006	Res Continens	tristeza	BO	verbal-locative-into	caer en	se hogar va cayendo en la tristeza y el pesimismo,	manual	RES CONTINENS.xlsx	TRISTEZA	F5
con-tristeza-cl-0001	Res Continens	tristeza	CL	verbal-locative-state	vivir en	decidió vivir en la tristeza y renunciar a la acción política	manual	RES CONTINENS.xlsx	TRISTEZA	D6
con-tristeza-cl-0002	Res Continens	tristeza	CL	verbal-locative-state	vivir en	decidió vivir en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	D6
con-tristeza-cl-0004	Res Continens	tristeza	CL	verbal-locative-out	sacar de	Su presencia se caracteriza por sacar nos de la tristeza y desesperanza. 2. Tal vez la amena conversación de don Lucho sacaba de la tristeza de tango que muchas veces exhibía Prat Carvajal. 3. Un footballer profesional, capaz de sacar de " la tristeza " a el Barça y llevar lo a la gloria.	manual	RES CONTINENS.xlsx	TRISTEZA	E6
con-tristeza-cl-0005	Res Continens	tristeza	CL	verbal-locative-into	caer en	Trato de no caer en la tristeza y la desesperanza	manual	RES CONTINENS.xlsx	TRISTEZA	F6
con-tristeza-cl-0006	Res Continens	tristeza	CL	verbal-locative-into	caer en	. # " Cuando se superan los límites de el deporte se cae en la tristeza más absoluta	manual	RES CONTINENS.xlsx	TRISTEZA	F6
con-tristeza-cl-0007	Res Continens	tristeza	CL	verbal-locative-into	caer en	tienen que manejar sus afectos para no caer en tristezas que los logren deprimir,	manual	RES CONTINENS.xlsx	TRISTEZA	F6
con-tristeza-co-0001	Res Continens	tristeza	CO	verbal-objective	tapar	entre villancicos y músicas festivas que tapan tristezas;	manual	RES CONTINENS.xlsx	TRISTEZA	B7
con-tristeza-co-0002	Res Continens	tristeza	CO	verbal-locative-state	dentro de	sería un triunfo bien especial, una alegría dentro de la tristeza que se está viviendo allá	manual	RES CONTINENS.xlsx	TRISTEZA	D7
con-tristeza-co-0003	Res Continens	tristeza	CO	verbal-locative-state	estar en	varias familias perdieron todo lo que tenían, están en la tristeza absoluta y en la incertidumbre "	manual	RES CONTINENS.xlsx	TRISTEZA	D7
con-tristeza-co-0004	Res Continens	tristeza	CO	verbal-locative-state	vivir en	nos permite vivir impotentes en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	D7
con-tristeza-co-0005	Res Continens	tristeza	CO	verbal-locative-state	vivir en	refería morir, a vivir en tremenda tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	D7
con-tristeza-co-0006	Res Continens	tristeza	CO	verbal-locative-out	sacar de	sacar sonrisa, esa con la que las sacaba de sus tristezas cuando las cosas en el partido no iban bien... 2. La idea la tuvo Mónika Santiazábal cuando se enfrentó el reto de sacar de la tristeza a un entrañable amigo que había perdido la visión. 3. ...Germán le mandó un message, pero nada lo sacó de su tristeza. 4. ...devolver creyendo que aquello que les causó placer o los sacó de un momento de tristeza, les sacó una sonrisa... 5. ...ese momento y el sabor de el café colombiano que seguramente los sacará de la tristeza. 6. ...recibir la peor de las noticias o en hacer algo que sacara de esa infinita tristeza a su hijo	manual	RES CONTINENS.xlsx	TRISTEZA	E7
con-tristeza-co-0007	Res Continens	tristeza	CO	verbal-locative-into	caer en	Ella cae en una tristeza muy grande y no podía más con su situación	manual	RES CONTINENS.xlsx	TRISTEZA	F7
con-tristeza-co-0008	Res Continens	tristeza	CO	verbal-locative-into	caer en	Yo caí en una profunda tristeza porque todos los días tenía que tomar pastillas	manual	RES CONTINENS.xlsx	TRISTEZA	F7
con-tristeza-co-0009	Res Continens	tristeza	CO	verbal-locative-into	caer en	a persona está tranquila y, luego, vuelve a caer en la tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	F7
con-tristeza-co-0010	Res Continens	tristeza	CO	verbal-locative-into		por un gol de Junior, volvieron a caer a la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F7
con-tristeza-co-0011	Res Continens	tristeza	CO	verbal-locative-into	caer en	mbiente social y el familiar influyen en que un menor de edad caiga en suma tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F7
con-tristeza-co-0012	Res Continens	tristeza	CO	attributive	lleno de	El estado actual da tristeza llena de maleza y de escombro	manual	RES CONTINENS.xlsx	TRISTEZA	G7
con-tristeza-cu-0001	Res Continens	tristeza	CU	verbal-locative-state	estar en	En la tristeza están los recuerdos./ La obra de Dios tiene sus término	manual	RES CONTINENS.xlsx	TRISTEZA	D9
con-tristeza-cu-0002	Res Continens	tristeza	CU	verbal-locative-out	sacar de	sacar Solo el empuje de su progenitora, Marisela, pudo sacar la de aquella tristeza que le empantanaba la existencia. 2. ...a Julián, asumido por Manuel Porto, quien me saca un poco de la tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	E9
con-tristeza-do-0001	Res Continens	tristeza	DO	verbal-locative-out	sacar de	sacar ha dado las gracias por " coger me la mano y sacar me de esa tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	E10
con-tristeza-do-0002	Res Continens	tristeza	DO	verbal-locative-into	caer en	El judaismo explica que una persona herida por otra, puede caer en la tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	F10
con-tristeza-do-0003	Res Continens	tristeza	DO	verbal-locative-into	caer en	llamó a no caer en la tristeza de cara a la Navidad,	manual	RES CONTINENS.xlsx	TRISTEZA	F10
con-tristeza-es-0001	Res Continens	tristeza	ES	verbal-locative-state	estar en	la alegría es mayor, aunque estemos en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	D12
con-tristeza-es-0002	Res Continens	tristeza	ES	verbal-locative-state	vivir en	ni que pretendamos vivir en la tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	D12
con-tristeza-es-0003	Res Continens	tristeza	ES	verbal-locative-state	vivir en	escoger " el vivir y sentir " antes que " vivir en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	D12
con-tristeza-es-0005	Res Continens	tristeza	ES	verbal-locative-state	encontrarse en	Alguien que encontraba en la tristeza y la melancolía un refugio a las dolencias de su alma	manual	RES CONTINENS.xlsx	TRISTEZA	D12
con-tristeza-es-0006	Res Continens	tristeza	ES	verbal-locative-out	sacar de	sacar me saca mucho de la tristeza buscar en papeles viejos ". 2. ...algunas de las ideas pensadas para el proyecto, que pretende " sacar de esa tristeza en la que está sumida Ferrol Vello ", indica el artista de Canido. 3. ...personaje que interpretó en las películas Hugh Grant), lucha por sacar de la tristeza a Bridget Jones,	manual	RES CONTINENS.xlsx	TRISTEZA	E12
con-tristeza-es-0007	Res Continens	tristeza	ES	verbal-locative-into	caer en	Las actrices y cantantes Carmen Conesa y Lydia Fairén caen en la tristeza cuando se meten en la piel de Morticia y Miércoles	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0008	Res Continens	tristeza	ES	verbal-locative-into	caer en	ejos de dejarse caer en la tristeza, ha plantado cara a la adversidad	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0009	Res Continens	tristeza	ES	verbal-locative-into	caer en	Estos libros siempre subrayan que caemos en tristeza porque dejamos de querer nos y no tenemos autoestim	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0010	Res Continens	tristeza	ES	verbal-locative-into	caer en	Su novia, Ana Fernández, cayó en una enorme tristeza, que después de dos años parece que ha superad	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0011	Res Continens	tristeza	ES	verbal-locative-into	caer en	cayó en una profunda tristeza. Marita conoció a el comandante	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0012	Res Continens	tristeza	ES	verbal-locative-into	caer en	No debemos caer en la tristeza ni en la añoranza	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0013	Res Continens	tristeza	ES	verbal-locative-into	caer en	el montaje no cae en la tristeza ni en los sentimientos de culpa	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0014	Res Continens	tristeza	ES	verbal-locative-into		se cae de tristeza y, dos, porque el Ayuntamiento capitalino lo ha adquirido	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0015	Res Continens	tristeza	ES	verbal-locative-into	caer en	#puedo entrenar a mi cerebro para no caer en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0016	Res Continens	tristeza	ES	verbal-locative-into	caer en	No quiero caer en la tristeza ni en el resentimiento.	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0017	Res Continens	tristeza	ES	verbal-locative-into	caer en	la hizo caer en una profunda tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0018	Res Continens	tristeza	ES	verbal-locative-into	caer en	Guerra Mundial le hicieron que cayera en una profunda tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-es-0019	Res Continens	tristeza	ES	verbal-locative-into	caer en	hablar más de el tema para no caer en la tristeza otra vez	manual	RES CONTINENS.xlsx	TRISTEZA	F12
con-tristeza-gt-0001	Res Continens	tristeza	GT	verbal-locative-out	sacar de	sacar se fue a mi casa a sacar me de la tristeza de haber perdido a mi madre	manual	RES CONTINENS.xlsx	TRISTEZA	E13
con-tristeza-mx-0001	Res Continens	tristeza	MX	verbal-locative-state	estar en	en la tristeza estaba la fuerza acre como el humo que podía mantener a la locura	manual	RES CONTINENS.xlsx	TRISTEZA	D15
con-tristeza-mx-0002	Res Continens	tristeza	MX	verbal-locative-state	estar en	, cuando están en la tristeza, el cariño de el público sería la mayor retribución	manual	RES CONTINENS.xlsx	TRISTEZA	D15
con-tristeza-mx-0003	Res Continens	tristeza	MX	verbal-locative-state	estar en	En el enojo está seco; fuego y tierra. En la tristeza está húmedo; aire y agua. En la alegría está caliente	manual	RES CONTINENS.xlsx	TRISTEZA	D15
con-tristeza-mx-0004	Res Continens	tristeza	MX	verbal-locative-out	sacar de	sacar se lanzó a mi casa a sacar me de la tristeza de haber perdido a mi madre unas semanas antes y se inventó esta sesión de 2. # Memo y Carlos —sus mejores amigos — están dispuestos a sacar lo de su tristeza. 3. el zoológico de Arnhem, fue lo suficientemente profundo como para sacar la de su tristeza. 4. Urge sacar los de su tristeza, abrazar los, y hacer les sentir que otro mundo más justo es posible 5. Bridget' y ahora padrino de sus dos hijos, lucha por sacar de la tristeza a este personaje,	manual	RES CONTINENS.xlsx	TRISTEZA	E15
con-tristeza-mx-0005	Res Continens	tristeza	MX	verbal-locative-into	caer en	obviamente cómo no vas a caer en una tristeza profunda	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0006	Res Continens	tristeza	MX	verbal-locative-into	caer en	a raíz de esta pérdida cae en tristeza, remordimientos y desesperación	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0007	Res Continens	tristeza	MX	verbal-locative-into	caer en	Muchos caímos en tristeza pensando que ese sería el fin de la historia	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0008	Res Continens	tristeza	MX	verbal-locative-into	caer en	La idea es abordar el tema sin caer en la tristeza o la parte mala,	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0009	Res Continens	tristeza	MX	verbal-locative-into	caer en	cho que lo hizo caer en una profunda tristez	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0010	Res Continens	tristeza	MX	verbal-locative-into	caer en	para evitar la neurosis y no caer en la tristeza que es la peor enfermedad de el alma	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0011	Res Continens	tristeza	MX	verbal-locative-into		7( me fue cayendo mucha tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0012	Res Continens	tristeza	MX	verbal-locative-into	caer en	llevados a alguna estancia caen en la tristeza y depresión.	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0013	Res Continens	tristeza	MX	verbal-locative-into	caer en	a medida en que los apetecen, caen en tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0014	Res Continens	tristeza	MX	verbal-locative-into	caer en	, la noticia los hizo caer en una tristeza desgarradora	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-mx-0015	Res Continens	tristeza	MX	verbal-locative-into	caer en	así no caer en la tristeza, la desesperación o la angustia	manual	RES CONTINENS.xlsx	TRISTEZA	F15
con-tristeza-ni-0001	Res Continens	tristeza	NI	verbal-locative-state	estar en	en la tristeza están la mayoría de herramientas que necesitamos para salir adelante	manual	RES CONTINENS.xlsx	TRISTEZA	D16
con-tristeza-ni-0002	Res Continens	tristeza	NI	verbal-locative-out	sacar de	sacar el zoológico de Arnhem, fue lo suficientemente profundo como para sacar la de su tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	E16
con-tristeza-pa-0001	Res Continens	tristeza	PA	verbal-locative-state	dentro de	una alegría dentro de la tristeza que se está viviendo allá, sería algo chévere	manual	RES CONTINENS.xlsx	TRISTEZA	D17
con-tristeza-pe-0001	Res Continens	tristeza	PE	verbal-locative-state	vivir en	Sabemos de sobra cómo es vivir en la tristeza:	manual	RES CONTINENS.xlsx	TRISTEZA	D18
con-tristeza-pe-0002	Res Continens	tristeza	PE	verbal-locative-state	vivir en	obligadas a vivir en una profunda tristeza "	manual	RES CONTINENS.xlsx	TRISTEZA	D18
con-tristeza-pe-0003	Res Continens	tristeza	PE	verbal-locative-out	sacar de	sacarse lanzó a mi casa a sacar me de la tristeza de haber perdido a mi madre unas semanas antes, y se inventó esta sesión 2. de Bridget y ahora padrino de sus dos hijos, lucha por sacar de la tristeza a Bridget Jones, el personaje interpretado en el cine por la actriz Renee Zellweger 3. , Mayra, Gabriel y Julio) deciden ayudar la y sacar la de la tristeza. 4. de María, su nieta, que hace todo lo posible por sacar la de tristeza en la que está sumida.	manual	RES CONTINENS.xlsx	TRISTEZA	E18
con-tristeza-pe-0004	Res Continens	tristeza	PE	verbal-locative-into	caer en	rutes a el máximo y no caigas en la tristeza o sentimientos negativos,	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pe-0005	Res Continens	tristeza	PE	verbal-locative-into	caer en	la fondista cayó en una feroz tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pe-0006	Res Continens	tristeza	PE	verbal-locative-into	caer en	. En lugar de caer en la tristeza y llorar a mares, decide sacar provecho	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pe-0007	Res Continens	tristeza	PE	verbal-locative-into	caer en	mostrar una sonrisa y de no caer en la tristeza para no contagiar	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pe-0008	Res Continens	tristeza	PE	verbal-locative-into	caer en	y seguir adelante y no caer en la tristez	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pe-0009	Res Continens	tristeza	PE	verbal-locative-into	caer en	el gozo de no caer en la tristeza, en el resentimiento, en los celos y en la envidia	manual	RES CONTINENS.xlsx	TRISTEZA	F18
con-tristeza-pr-0001	Res Continens	tristeza	PR	verbal-locative-out	sacar de	sacar Para sacar lo de su tristeza, Alicia lo pone frente a el espejo	manual	RES CONTINENS.xlsx	TRISTEZA	E19
con-tristeza-py-0001	Res Continens	tristeza	PY	verbal-locative-into	caer en	difícil manejar las emociones sin caer en una profunda tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	F20
con-tristeza-py-0002	Res Continens	tristeza	PY	verbal-locative-into	caer en	amó a no caer en la tristeza de cara a la Navidad,	manual	RES CONTINENS.xlsx	TRISTEZA	F20
con-tristeza-sv-0001	Res Continens	tristeza	SV	verbal-locative-out	sacar de	sacaresta felicidad " impuesta " por el' Blue Monday' nos saca de la tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	E21
con-tristeza-us-0001	Res Continens	tristeza	US	verbal-locative-state	estar en	en la tristeza están la mayoría de herramientas que necesitamos	manual	RES CONTINENS.xlsx	TRISTEZA	D24
con-tristeza-us-0002	Res Continens	tristeza	US	verbal-locative-state	vivir en	uno tiene la elección de vivir miserablemente en la tristeza o en el lado de el positivismo	manual	RES CONTINENS.xlsx	TRISTEZA	D24
con-tristeza-us-0003	Res Continens	tristeza	US	verbal-locative-out	sacar de	sacar e lanzó a mi casa a sacar me de la tristeza de haber perdido a mi madre unas semanas antes y se inventó esta sesión de 2. Urge sacar los de su tristeza, abrazar los, y hacer les sentir que otro mundo más justo esposible, 3. detectado cáncer de mama y solo las canciones de Perales lograban sacar la de la tristeza. 4. Ellos fueron los encargados de sacar la de la tristeza en la que se encontraba.	manual	RES CONTINENS.xlsx	TRISTEZA	E24
con-tristeza-us-0005	Res Continens	tristeza	US	verbal-locative-into	caer en	fe vacila cuando se cae en la tristeza y el desanimo	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0006	Res Continens	tristeza	US	verbal-locative-into	caer en	te cómo no vas a caer en una tristeza profunda	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0007	Res Continens	tristeza	US	verbal-locative-into	caer en	Para no caer en la tristeza y la sensación de abandono,	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0008	Res Continens	tristeza	US	verbal-locative-into	caer en	popular mujer ha comenzado a caer en la tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0009	Res Continens	tristeza	US	verbal-locative-into	caer en	ciudadano permitirá que las fiestas caigan en la tristeza y agonía por cuenta de los corruptos.	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0010	Res Continens	tristeza	US	verbal-locative-into	caer en	e padece epilepsia y autismo, cayó en una profunda tristeza,	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-us-0011	Res Continens	tristeza	US	verbal-locative-into	caer en	Salir de la rutina y no caer en la tristeza.	manual	RES CONTINENS.xlsx	TRISTEZA	F24
con-tristeza-uy-0001	Res Continens	tristeza	UY	verbal-objective	tapar	La alegría de los que van a el Mundial no tapa la tristeza de los que quedan afuera.	manual	RES CONTINENS.xlsx	TRISTEZA	B22
con-tristeza-uy-0002	Res Continens	tristeza	UY	verbal-locative-state	vivir en	fectadas por la catástrofe, obligadas a vivir en una profunda tristeza "	manual	RES CONTINENS.xlsx	TRISTEZA	D22
con-tristeza-uy-0003	Res Continens	tristeza	UY	verbal-locative-into	caer en	cayó en una profunda tristeza tras perder a su madre.	manual	RES CONTINENS.xlsx	TRISTEZA	F22
con-tristeza-ve-0001	Res Continens	tristeza	VE	verbal-locative-state	estar en	como estaba en la tristeza tras la sorpresiva e infausta muerte de mi Eduardo	manual	RES CONTINENS.xlsx	TRISTEZA	D23
con-tristeza-ve-0002	Res Continens	tristeza	VE	verbal-locative-state	vivir en	. Vivir en una perenne tristeza y desasosiego no es vida.	manual	RES CONTINENS.xlsx	TRISTEZA	D23
con-tristeza-ve-0003	Res Continens	tristeza	VE	verbal-locative-out	sacar de	sacar en comunidades que han sido golpeadas por la violencia, podamos sacar jóvenes de esa tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	E23
con-tristeza-ve-0004	Res Continens	tristeza	VE	verbal-locative-into	caer en	nos atenazan una y otra vez hasta caer en la tristeza	manual	RES CONTINENS.xlsx	TRISTEZA	F23
con-tristeza-ve-0005	Res Continens	tristeza	VE	verbal-locative-into	caer en	lo que hace que caigamos en la tristeza o la depresió	manual	RES CONTINENS.xlsx	TRISTEZA	F23
